주소,토양통명,표토토성,심토토성,경사,배수등급,유효토심,모암_모재,분포지형
전라북도 완주군 비봉면 내월리 366,매곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 화산면 춘산리 107,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 상관면 신리 301-10 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 용진읍 상삼리 산94,울산,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 은교리 378-2,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 금평리 425-1 ,뇌곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 덕천리 370 ,용계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 원기리 756 ,연곡,양토,미사식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 신원리 767-44 ,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 평촌리 659-1 ,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 간중리 53,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 두현리 681,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 은교리 100-3 ,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 산북리 882-4,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 운주면 완창리 258,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 동상면 신월리 산65,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 항가리 산52,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 용서리 63,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 반교리 78-2,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 소향리 40,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 낙평리 775 ,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 구억리 422-14,가천,사양토,식양질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 용진읍 용흥리 산89-1,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 산북리 530-6 ,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 계곡리 544-11,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 용진읍 구억리 384-6,청원,미사질양토,미사식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 봉동읍 낙평리 25-5 ,덕천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 신탁리 920-19,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 고산면 성재리 950,함평,미사질양토,식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 삼례읍 삼례리 341-9 ,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,산성암,산악지
전라북도 완주군 고산면 삼기리 1222-4,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 덕천리 산261-6,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 어우리 280-2,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 은교리 794-5 ,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 평촌리 693-3,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 하리 49-8,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 동상면 사봉리 653-4,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 안덕리 산207,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 신성리 199-10,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 율곡리 468,오산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 소양면 명덕리 산262,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 운주면 완창리 산76,외산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 비봉면 내월리 산56-120 ,회곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 구미리 531-1 ,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 용암리 158-2 ,대구,미사질양토,식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 삼례읍 후정리 294-1,고평,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 고산면 율곡리 92-8,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 운곡리 825-6,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 장기리 339-6 ,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 용암리 410 ,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 고당리 209-4 ,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 완창리 191-2 ,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 운주면 장선리 268-3,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 제내리 1026-17 ,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 이전리 316,오산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 삼례읍 삼례리 1145-8,송정,양토,식양질,7-15%,약간불량,매우얕음_0-20cm,산성암,곡간지/선상지
전라북도 완주군 화산면 종리 1309,가천,사양토,식양질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 용진읍 상삼리 954-4,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 양야리 산115,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 명덕리 산188,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 신탁리 371-1,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 삼례읍 삼례리 288-16 ,고평,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 소양면 대흥리 225,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 신리 769,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 용흥리 294-21,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 황운리 634-26 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 구이면 백여리 946-3 ,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 종리 66-2,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 동상면 수만리 산51-1,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 양야리 산68,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 대흥리 773-14,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 광곡리 산113-1,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 원기리 782-6 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 구이면 광곡리 652-42 ,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 소향리 746-1,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 후정리 414-205 ,예산,양토,사양질,7-15%,매우양호,보통_50-100cm,산성암,산악지
전라북도 완주군 운주면 산북리 370,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 항가리 1184,사촌,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 삼례읍 후정리 833-1,만경,미사질양토,미사사양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 봉동읍 낙평리 984-3,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 구이면 덕천리 1464 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 은교리 652-77 ,옥천,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 용암리 343-7,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 용서리 567-9 ,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 춘산리 699,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 상삼리 223-8 ,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 이전리 564,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 구만리 284,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 동상면 대아리 산1-10 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 고산면 어우리 537,강서,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 구미리 836-5 ,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 수선리 262,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 화산면 와룡리 820-7 ,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 낙평리 1214-13,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 이문리 751-31 ,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 대치리 214,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 경천면 가천리 292-4 ,황룡,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 용진읍 용흥리 산29-1,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 구암리 774-2,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 구억리 91-3,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 수선리 732,월곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 수선리 569,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 이서면 은교리 447-94 ,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 구억리 산65-6,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 소양면 황운리 316-1,봉산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 소농리 756-141 ,매곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 백도리 1086,안룡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 은하리 397-23,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 경천면 용복리 804,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 삼례읍 하리 321-1,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 봉동읍 제내리 1191-10 ,옥천,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 계곡리 280-3,남계,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 고산면 어우리 418,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 수선리 870-2,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 율곡리 280-1,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 상삼리 343-14 ,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 반교리 136-1 ,예산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
